"density","mach","pressure","temperature","vel_x","vel_y","vel_z","Points:0","Points:1","Points:2"
1.21312e+00,9.76101e-03,9.99530e+04,2.86883e+02,3.31516e+00,0.00000e+00,0.00000e+00,3.95000e-01,0.00000e+00,0.00000e+00
1.19571e+00,2.42022e-02,9.79544e+04,2.85240e+02,8.19630e+00,0.00000e+00,0.00000e+00,4.05000e-01,0.00000e+00,0.00000e+00
1.16132e+00,5.39032e-02,9.40446e+04,2.81964e+02,1.81497e+01,0.00000e+00,0.00000e+00,4.15000e-01,0.00000e+00,0.00000e+00
1.10449e+00,1.04071e-01,8.76861e+04,2.76428e+02,3.46960e+01,0.00000e+00,0.00000e+00,4.25000e-01,0.00000e+00,0.00000e+00
1.02987e+00,1.76069e-01,7.95403e+04,2.68915e+02,5.78960e+01,0.00000e+00,0.00000e+00,4.35000e-01,0.00000e+00,0.00000e+00
9.45512e-01,2.65878e-01,7.05557e+04,2.59823e+02,8.59369e+01,0.00000e+00,0.00000e+00,4.45000e-01,0.00000e+00,0.00000e+00
8.55945e-01,3.69134e-01,6.16134e+04,2.50635e+02,1.17182e+02,0.00000e+00,0.00000e+00,4.55000e-01,0.00000e+00,0.00000e+00
7.73895e-01,4.82226e-01,5.29934e+04,2.38425e+02,1.49308e+02,0.00000e+00,0.00000e+00,4.65000e-01,0.00000e+00,0.00000e+00
6.83690e-01,6.03597e-01,4.56550e+04,2.32510e+02,1.84555e+02,0.00000e+00,0.00000e+00,4.75000e-01,0.00000e+00,0.00000e+00
6.17486e-01,7.35392e-01,3.88403e+04,2.19012e+02,2.18228e+02,0.00000e+00,0.00000e+00,4.85000e-01,0.00000e+00,0.00000e+00
5.41803e-01,8.60924e-01,3.31373e+04,2.12955e+02,2.51922e+02,0.00000e+00,0.00000e+00,4.95000e-01,0.00000e+00,0.00000e+00
5.08037e-01,9.38196e-01,3.01502e+04,2.06637e+02,2.70430e+02,0.00000e+00,0.00000e+00,5.05000e-01,0.00000e+00,0.00000e+00
5.20473e-01,9.25466e-01,3.05596e+04,2.04438e+02,2.65338e+02,0.00000e+00,0.00000e+00,5.15000e-01,0.00000e+00,0.00000e+00
5.33269e-01,9.41954e-01,3.06319e+04,2.00005e+02,2.67121e+02,0.00000e+00,0.00000e+00,5.25000e-01,0.00000e+00,0.00000e+00
5.39026e-01,9.48470e-01,3.08267e+04,1.99127e+02,2.68377e+02,0.00000e+00,0.00000e+00,5.35000e-01,0.00000e+00,0.00000e+00
5.24187e-01,9.36807e-01,3.08983e+04,2.05239e+02,2.69115e+02,0.00000e+00,0.00000e+00,5.45000e-01,0.00000e+00,0.00000e+00
4.61733e-01,8.78289e-01,3.07477e+04,2.31864e+02,2.68171e+02,0.00000e+00,0.00000e+00,5.55000e-01,0.00000e+00,0.00000e+00
3.85005e-01,7.97925e-01,3.03582e+04,2.74550e+02,2.65113e+02,0.00000e+00,0.00000e+00,5.65000e-01,0.00000e+00,0.00000e+00
3.39171e-01,7.46270e-01,3.01793e+04,3.09814e+02,2.63393e+02,0.00000e+00,0.00000e+00,5.75000e-01,0.00000e+00,0.00000e+00
3.22309e-01,7.26915e-01,3.01888e+04,3.26126e+02,2.63229e+02,0.00000e+00,0.00000e+00,5.85000e-01,0.00000e+00,0.00000e+00
3.16702e-01,7.19344e-01,3.01312e+04,3.31267e+02,2.62533e+02,0.00000e+00,0.00000e+00,5.95000e-01,0.00000e+00,0.00000e+00
3.12704e-01,7.09365e-01,2.97158e+04,3.30877e+02,2.58738e+02,0.00000e+00,0.00000e+00,6.05000e-01,0.00000e+00,0.00000e+00
3.01676e-01,6.72478e-01,2.78280e+04,3.21184e+02,2.41665e+02,0.00000e+00,0.00000e+00,6.15000e-01,0.00000e+00,0.00000e+00
2.51526e-01,5.02426e-01,2.11550e+04,2.92847e+02,1.72406e+02,0.00000e+00,0.00000e+00,6.25000e-01,0.00000e+00,0.00000e+00
1.81435e-01,1.75638e-01,1.30398e+04,2.50244e+02,5.57131e+01,0.00000e+00,0.00000e+00,6.35000e-01,0.00000e+00,0.00000e+00
1.57333e-01,2.75330e-02,1.05304e+04,2.33043e+02,8.42811e+00,0.00000e+00,0.00000e+00,6.45000e-01,0.00000e+00,0.00000e+00
1.53685e-01,3.86997e-03,1.01846e+04,2.30739e+02,1.17876e+00,0.00000e+00,0.00000e+00,6.55000e-01,0.00000e+00,0.00000e+00
1.53191e-01,4.45317e-04,1.01386e+04,2.30440e+02,1.35552e-01,0.00000e+00,0.00000e+00,6.65000e-01,0.00000e+00,0.00000e+00
1.53136e-01,3.33125e-05,1.01335e+04,2.30406e+02,1.01394e-02,0.00000e+00,0.00000e+00,6.75000e-01,0.00000e+00,0.00000e+00
1.53128e-01,2.23108e-05,1.01328e+04,2.30402e+02,6.79073e-03,0.00000e+00,0.00000e+00,6.85000e-01,0.00000e+00,0.00000e+00
1.53126e-01,7.29890e-06,1.01326e+04,2.30401e+02,2.22156e-03,0.00000e+00,0.00000e+00,6.95000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.77401e-07,1.01325e+04,2.30400e+02,1.45306e-04,0.00000e+00,0.00000e+00,7.05000e-01,0.00000e+00,0.00000e+00
1.53125e-01,7.49307e-08,1.01325e+04,2.30400e+02,2.28065e-05,0.00000e+00,0.00000e+00,7.15000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.06175e-07,1.01325e+04,2.30400e+02,3.23164e-05,0.00000e+00,0.00000e+00,7.25000e-01,0.00000e+00,0.00000e+00
1.53125e-01,3.09894e-08,1.01325e+04,2.30400e+02,9.43219e-06,0.00000e+00,0.00000e+00,7.35000e-01,0.00000e+00,0.00000e+00
1.53125e-01,6.57966e-09,1.01325e+04,2.30400e+02,-2.00264e-06,0.00000e+00,0.00000e+00,7.45000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.79174e-09,1.01325e+04,2.30400e+02,5.45349e-07,0.00000e+00,0.00000e+00,7.55000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.78587e-10,1.01325e+04,2.30400e+02,-5.43563e-08,0.00000e+00,0.00000e+00,7.65000e-01,0.00000e+00,0.00000e+00
1.53125e-01,5.56009e-10,1.01325e+04,2.30400e+02,1.69231e-07,0.00000e+00,0.00000e+00,7.75000e-01,0.00000e+00,0.00000e+00
1.53125e-01,3.18828e-10,1.01325e+04,2.30400e+02,-9.70410e-08,0.00000e+00,0.00000e+00,7.85000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.39474e-10,1.01325e+04,2.30400e+02,4.24515e-08,0.00000e+00,0.00000e+00,7.95000e-01,0.00000e+00,0.00000e+00
