"density","mach","pressure","temperature","vel_x","vel_y","vel_z","Points:0","Points:1","Points:2"
3.97237e-01,8.13155e-01,3.06767e+04,2.68887e+02,2.67373e+02,0.00000e+00,0.00000e+00,5.65000e-01,0.00000e+00,0.00000e+00
3.48842e-01,7.61758e-01,3.06728e+04,3.06152e+02,2.67266e+02,0.00000e+00,0.00000e+00,5.75000e-01,0.00000e+00,0.00000e+00
3.25740e-01,7.35015e-01,3.06004e+04,3.27091e+02,2.66556e+02,0.00000e+00,0.00000e+00,5.85000e-01,0.00000e+00,0.00000e+00
3.15680e-01,7.19708e-01,3.02870e+04,3.34058e+02,2.63770e+02,0.00000e+00,0.00000e+00,5.95000e-01,0.00000e+00,0.00000e+00
3.07333e-01,6.97879e-01,2.92856e+04,3.31785e+02,2.54898e+02,0.00000e+00,0.00000e+00,6.05000e-01,0.00000e+00,0.00000e+00
2.90256e-01,6.42162e-01,2.66031e+04,3.19127e+02,2.30030e+02,0.00000e+00,0.00000e+00,6.15000e-01,0.00000e+00,0.00000e+00
2.48772e-01,4.92335e-01,2.09420e+04,2.93109e+02,1.69018e+02,0.00000e+00,0.00000e+00,6.25000e-01,0.00000e+00,0.00000e+00
1.88702e-01,2.16726e-01,1.38193e+04,2.54989e+02,6.93953e+01,0.00000e+00,0.00000e+00,6.35000e-01,0.00000e+00,0.00000e+00
1.60042e-01,4.49788e-02,1.07933e+04,2.34819e+02,1.38207e+01,0.00000e+00,0.00000e+00,6.45000e-01,0.00000e+00,0.00000e+00
1.54362e-01,8.07183e-03,1.02477e+04,2.31152e+02,2.46082e+00,0.00000e+00,0.00000e+00,6.55000e-01,0.00000e+00,0.00000e+00
1.53339e-01,1.39910e-03,1.01524e+04,2.30529e+02,4.25960e-01,0.00000e+00,0.00000e+00,6.65000e-01,0.00000e+00,0.00000e+00
1.53162e-01,2.39768e-04,1.01359e+04,2.30422e+02,7.29812e-02,0.00000e+00,0.00000e+00,6.75000e-01,0.00000e+00,0.00000e+00
1.53131e-01,4.08151e-05,1.01331e+04,2.30404e+02,1.24229e-02,0.00000e+00,0.00000e+00,6.85000e-01,0.00000e+00,0.00000e+00
1.53126e-01,6.91097e-06,1.01326e+04,2.30401e+02,2.10348e-03,0.00000e+00,0.00000e+00,6.95000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.16424e-06,1.01325e+04,2.30400e+02,3.54358e-04,0.00000e+00,0.00000e+00,7.05000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.95062e-07,1.01325e+04,2.30400e+02,5.93707e-05,0.00000e+00,0.00000e+00,7.15000e-01,0.00000e+00,0.00000e+00
1.53125e-01,3.24820e-08,1.01325e+04,2.30400e+02,9.88649e-06,0.00000e+00,0.00000e+00,7.25000e-01,0.00000e+00,0.00000e+00
1.53125e-01,5.37190e-09,1.01325e+04,2.30400e+02,1.63503e-06,0.00000e+00,0.00000e+00,7.35000e-01,0.00000e+00,0.00000e+00
1.53125e-01,8.81732e-10,1.01325e+04,2.30400e+02,2.68371e-07,0.00000e+00,0.00000e+00,7.45000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.43566e-10,1.01325e+04,2.30400e+02,4.36970e-08,0.00000e+00,0.00000e+00,7.55000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.31818e-11,1.01325e+04,2.30400e+02,7.05581e-09,0.00000e+00,0.00000e+00,7.65000e-01,0.00000e+00,0.00000e+00
1.53125e-01,3.71191e-12,1.01325e+04,2.30400e+02,1.12979e-09,0.00000e+00,0.00000e+00,7.75000e-01,0.00000e+00,0.00000e+00
1.53125e-01,5.89128e-13,1.01325e+04,2.30400e+02,1.79312e-10,0.00000e+00,0.00000e+00,7.85000e-01,0.00000e+00,0.00000e+00
1.53125e-01,9.27160e-14,1.01325e+04,2.30400e+02,2.82198e-11,0.00000e+00,0.00000e+00,7.95000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.44133e-14,1.01325e+04,2.30400e+02,4.38695e-12,0.00000e+00,0.00000e+00,8.05000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.21707e-15,1.01325e+04,2.30400e+02,6.74806e-13,0.00000e+00,0.00000e+00,8.15000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.91136e-16,1.01325e+04,2.30400e+02,8.86125e-14,0.00000e+00,0.00000e+00,8.25000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.60353e-18,1.01325e+04,2.30400e+02,1.40117e-15,0.00000e+00,0.00000e+00,8.35000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.61354e-19,1.01325e+04,2.30400e+02,1.40421e-16,0.00000e+00,0.00000e+00,8.45000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.19440e-20,1.01325e+04,2.30400e+02,1.27664e-17,0.00000e+00,0.00000e+00,8.55000e-01,0.00000e+00,0.00000e+00
1.53125e-01,3.91863e-21,1.01325e+04,2.30400e+02,1.19271e-18,0.00000e+00,0.00000e+00,8.65000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.46317e-22,1.01325e+04,2.30400e+02,1.35845e-19,0.00000e+00,0.00000e+00,8.75000e-01,0.00000e+00,0.00000e+00
1.53125e-01,5.05763e-23,1.01325e+04,2.30400e+02,1.53938e-20,0.00000e+00,0.00000e+00,8.85000e-01,0.00000e+00,0.00000e+00
1.53125e-01,5.12827e-24,1.01325e+04,2.30400e+02,1.56088e-21,0.00000e+00,0.00000e+00,8.95000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.63206e-25,1.01325e+04,2.30400e+02,1.40985e-22,0.00000e+00,0.00000e+00,9.05000e-01,0.00000e+00,0.00000e+00
1.53125e-01,3.80037e-26,1.01325e+04,2.30400e+02,1.15671e-23,0.00000e+00,0.00000e+00,9.15000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.88558e-27,1.01325e+04,2.30400e+02,8.78280e-25,0.00000e+00,0.00000e+00,9.25000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.05358e-28,1.01325e+04,2.30400e+02,6.25045e-26,0.00000e+00,0.00000e+00,9.35000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.37771e-29,1.01325e+04,2.30400e+02,4.19333e-27,0.00000e+00,0.00000e+00,9.45000e-01,0.00000e+00,0.00000e+00
1.53125e-01,8.69466e-31,1.01325e+04,2.30400e+02,2.64638e-28,0.00000e+00,0.00000e+00,9.55000e-01,0.00000e+00,0.00000e+00
1.53125e-01,5.09523e-32,1.01325e+04,2.30400e+02,1.55083e-29,0.00000e+00,0.00000e+00,9.65000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.68092e-33,1.01325e+04,2.30400e+02,8.15987e-31,0.00000e+00,0.00000e+00,9.75000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.15293e-34,1.01325e+04,2.30400e+02,3.50916e-32,0.00000e+00,0.00000e+00,9.85000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.57889e-36,1.01325e+04,2.30400e+02,7.84933e-34,0.00000e+00,0.00000e+00,9.95000e-01,0.00000e+00,0.00000e+00
